Council Area,Organisation ,Session Name,Activity Status,Support Type,Delivery Type,Age Group,Day,Start,End,Address,Postcode,Lead Contact,Phone,Email,Website,Self Referral,Cost Type,Cost Amount,Eligibility,Description on Recovery Map,Additional Notes,Category,Start Time,End Time,Time Range,Full Address,lat,lng
Dundee City,Narcotics Anonymous,Happy Mondays,Scheduled Activity,Peer Support,Group,All Ages,Monday,10:30:00,11:30:00,"1st room on right, Salvation Army Gatehouse, 31 Ward Road, Dundee",DD1 1NG,Unknown,03009 991212,helpline@ukna.org,https://meetings.ukna.org/meeting/search?postcode%5Bvalue%5D=10&postcode%5Bsource_configuration%5D%5Borigin_address%5D=Dundee&day=All&time=All&county=All&name=&open=All&language=All&wc=All,Yes,Free,,"Open to all, on request","Recovery from drug addiction is a rocky road, but if you stick clost to N/A meetings and N/A members, you will get all the support you need to help you on your journey.","Meeting is in Small Building Next to Car Park, Through the Black Gates. Children & pets welcome. The Format of the Meeting is the Just for Today Reading and Sharing Back.",Peer Support,10:30,11:30,10:30-11:30,"1st room on right, Salvation Army Gatehouse, 31 Ward Road, Dundee, DD1 1NG, Scotland",56.46169,-2.97784
Dundee City,Narcotics Anonymous,Never Alone Again,Scheduled Activity,Peer Support,Group,Adults,Monday,18:30:00,19:30:00,"The Salvation Army Gatehouse,Strathmore Lodge, 31 Ward Road, Dundee",DD1 1NG,Unknown,03009 991212,helpline@ukna.org,https://meetings.ukna.org/meeting/search?postcode%5Bvalue%5D=10&postcode%5Bsource_configuration%5D%5Borigin_address%5D=Dundee&day=All&time=All&county=All&name=&open=All&language=All&wc=All,Yes,Free,,"Open to all, on request","Recovery from drug addiction is a rocky road, but if you stick clost to N/A meetings and N/A members, you will get all the support you need to help you on your journey.",Basic text meeting with last Monday of the month being a share. Share meeting.,Peer Support,18:30,19:30,18:30-19:30,"The Salvation Army Gatehouse,Strathmore Lodge, 31 Ward Road, Dundee, DD1 1NG, Scotland",56.46169,-2.97784
Dundee City,Narcotics Anonymous,The Guiding Principles,Scheduled Activity,Peer Support,Group,All Ages,Tuesday,11:00:00,12:00:00,"Lower Church Halls, Upstairs Room, Meadowside St Paul's Chirch, 114-116 Nethergate, Dundee",DD1 4EH,Unknown,03009 991212,helpline@ukna.org,https://meetings.ukna.org/meeting/search?postcode%5Bvalue%5D=10&postcode%5Bsource_configuration%5D%5Borigin_address%5D=Dundee&day=All&time=All&county=All&name=&open=All&language=All&wc=All,Yes,Free,,"Open to all, on request","Recovery from drug addiction is a rocky road, but if you stick clost to N/A meetings and N/A members, you will get all the support you need to help you on your journey.",The Format of the Meeting is a Guiding Principles Study. Reading One of the Traditions and Sharing Back.Children & pets welcome. The Venue Entrance is Round the Side of the Church. Go Down the Stairs and Once you are in the Building its the Room at the Top of the Stairs.,Peer Support,11:00,12:00,11:00-12:00,"Lower Church Halls, Upstairs Room, Meadowside St Paul's Chirch, 114-116 Nethergate, Dundee, DD1 4EH, Scotland",56.458385,-2.972881
Dundee City,Narcotics Anonymous,Tuesday Night We Do Recover Meeting,Scheduled Activity,Peer Support,Group,All Ages,Tuesday,18:30:00,20:00:00,"The Friary, Tullideph Road, Dundee",DD2 2PN,Unknown,03009 991212,helpline@ukna.org,https://meetings.ukna.org/meeting/search?postcode%5Bvalue%5D=10&postcode%5Bsource_configuration%5D%5Borigin_address%5D=Dundee&day=All&time=All&county=All&name=&open=All&language=All&wc=All,Yes,Free,,Open to all,"Recovery from drug addiction is a rocky road, but if you stick clost to N/A meetings and N/A members, you will get all the support you need to help you on your journey.","Share meeting, Parking Available. Children welcome.",Peer Support,18:30,20:00,18:30-20:00,"The Friary, Tullideph Road, Dundee, DD2 2PN, Scotland",56.465868,-2.998954
Dundee City,Narcotics Anonymous,Jft,Scheduled Activity,Peer Support,Group,All Ages,Wednesday,13:00:00,14:00:00,"St Paul's Church, 118 Nethergate, Dundee",DD1 4EH,Unknown,03009 991212,helpline@ukna.org,https://meetings.ukna.org/meeting/search?postcode%5Bvalue%5D=10&postcode%5Bsource_configuration%5D%5Borigin_address%5D=Dundee&day=All&time=All&county=All&name=&open=All&language=All&wc=All,Yes,Free,,Open to all,"Recovery from drug addiction is a rocky road, but if you stick clost to N/A meetings and N/A members, you will get all the support you need to help you on your journey.",The Format of the Meeting is a Fellow Reads from the Just for Today Book and Shares Back for 5-10 Minutes then General Share. Children & pets welcome.,Peer Support,13:00,14:00,13:00-14:00,"St Paul's Church, 118 Nethergate, Dundee, DD1 4EH, Scotland",56.458319,-2.973039
Dundee City,Narcotics Anonymous,Just For Today,Scheduled Activity,Peer Support,Group,All Ages,Wednesday,18:30:00,19:30:00,"1st room on right, Salvation Army Gatehouse, 31 Ward Road, Dundee",DD1 1NG,Unknown,03009 991212,helpline@ukna.org,https://meetings.ukna.org/meeting/search?postcode%5Bvalue%5D=10&postcode%5Bsource_configuration%5D%5Borigin_address%5D=Dundee&day=All&time=All&county=All&name=&open=All&language=All&wc=All,Yes,Free,,"Open to all, on request","Recovery from drug addiction is a rocky road, but if you stick clost to N/A meetings and N/A members, you will get all the support you need to help you on your journey.","Doors Open at 18:00pm for Coffee, Tea and Fellowship. The Format of the Meeting is Reading from the Just for Today and Sharing Back. Children and pets welcome. Beginner/newcomer friendly.",Peer Support,18:30,19:30,18:30-19:30,"1st room on right, Salvation Army Gatehouse, 31 Ward Road, Dundee, DD1 1NG, Scotland",56.46169,-2.97784
Dundee City,Narcotics Anonymous,Hope - Hold On Pain Ends,Scheduled Activity,Peer Support,Group,All Ages,Thursday,13:00:00,14:00:00,"St Paul's Church, 118 Nethergate, Dundee",DD1 4EH,Unknown,03009 991212,helpline@ukna.org,https://meetings.ukna.org/meeting/search?postcode%5Bvalue%5D=10&postcode%5Bsource_configuration%5D%5Borigin_address%5D=Dundee&day=All&time=All&county=All&name=&open=All&language=All&wc=All,Yes,Free,,Open to all,"Recovery from drug addiction is a rocky road, but if you stick clost to N/A meetings and N/A members, you will get all the support you need to help you on your journey.",The Format of the Meeting is a Fellow Reads for One of the Seven NA Cards and Shares Back for 5-10 Minutes and then Open for General Sharing,Peer Support,13:00,14:00,13:00-14:00,"St Paul's Church, 118 Nethergate, Dundee, DD1 4EH, Scotland",56.458319,-2.973039
Dundee City,Narcotics Anonymous,5Th Tradition,Scheduled Activity,Peer Support,Group,All Ages,Thursday,19:30:00,20:30:00,"Glamis Room, Menzieshill Community Centre, 260 Dickson Avenue, Dundee",DD2 4TQ,Unknown,03009 991212,helpline@ukna.org,https://meetings.ukna.org/meeting/search?postcode%5Bvalue%5D=10&postcode%5Bsource_configuration%5D%5Borigin_address%5D=Dundee&day=All&time=All&county=All&name=&open=All&language=All&wc=All,Yes,Free,,"Open to all, on request","Recovery from drug addiction is a rocky road, but if you stick clost to N/A meetings and N/A members, you will get all the support you need to help you on your journey.","Children welcome, no pets. The Format of the Meeting is a Just for Today Reading Main Share and General Share Back.  There will be an Occasional Experience, Strength & Hope Main Share.",Peer Support,19:30,20:30,19:30-20:30,"Glamis Room, Menzieshill Community Centre, 260 Dickson Avenue, Dundee, DD2 4TQ, Scotland",56.468009,-3.039435
Dundee City,Narcotics Anonymous,With These We Are Well On Our Way,Scheduled Activity,Peer Support,Group,All Ages,Friday,11:00:00,12:00:00,"The Friary, Tullideph Road, Dundee",DD2 2PN,Unknown,03009 991212,helpline@ukna.org,https://meetings.ukna.org/meeting/search?postcode%5Bvalue%5D=10&postcode%5Bsource_configuration%5D%5Borigin_address%5D=Dundee&day=All&time=All&county=All&name=&open=All&language=All&wc=All,Yes,Free,,Open to all,"Recovery from drug addiction is a rocky road, but if you stick clost to N/A meetings and N/A members, you will get all the support you need to help you on your journey.","The Format of the Meeting is the Spiritual Principle a Day, Literature Reading and Share Back. Children and pets welcome.",Peer Support,11:00,12:00,11:00-12:00,"The Friary, Tullideph Road, Dundee, DD2 2PN, Scotland",56.465868,-2.998954
Dundee City,Narcotics Anonymous,Back To Basics,Scheduled Activity,Peer Support,Group,All Ages,Friday,18:30:00,20:30:00,"Friary Church, Tullideph Road, Dundee",DD2 2PN,Unknown,03009 991212,helpline@ukna.org,https://meetings.ukna.org/meeting/search?postcode%5Bvalue%5D=10&postcode%5Bsource_configuration%5D%5Borigin_address%5D=Dundee&day=All&time=All&county=All&name=&open=All&language=All&wc=All,Yes,Free,,Open to all,"Recovery from drug addiction is a rocky road, but if you stick clost to N/A meetings and N/A members, you will get all the support you need to help you on your journey.","No pets, Share meeting, Parking Available. Children welcome.",Peer Support,18:30,20:30,18:30-20:30,"Friary Church, Tullideph Road, Dundee, DD2 2PN, Scotland",56.465978,-2.997687
Dundee City,Narcotics Anonymous,More Will Be Revealed,Scheduled Activity,Peer Support,Group,Adults,Saturday,11:30:00,12:30:00,"St Paul's Church, 118 Nethergate, Dundee",DD1 4EH,Unknown,03009 991212,helpline@ukna.org,https://meetings.ukna.org/meeting/search?postcode%5Bvalue%5D=10&postcode%5Bsource_configuration%5D%5Borigin_address%5D=Dundee&day=All&time=All&county=All&name=&open=All&language=All&wc=All,Yes,Free,,"Open to all, on request","Recovery from drug addiction is a rocky road, but if you stick clost to N/A meetings and N/A members, you will get all the support you need to help you on your journey.",Share meeting,Peer Support,11:30,12:30,11:30-12:30,"St Paul's Church, 118 Nethergate, Dundee, DD1 4EH, Scotland",56.458319,-2.973039
Dundee City,Narcotics Anonymous,Saturday Night Live,Scheduled Activity,Peer Support,Group,Adults,Saturday,18:30:00,20:00:00,"Small Hall, Downfield Mains Church, 1 Haldane Street, Downfield, Dundee",DD3 0HP,Unknown,03009 991212,helpline@ukna.org,https://meetings.ukna.org/meeting/search?postcode%5Bvalue%5D=10&postcode%5Bsource_configuration%5D%5Borigin_address%5D=Dundee&day=All&time=All&county=All&name=&open=All&language=All&wc=All,Yes,Free,,"Open to all, on request","Recovery from drug addiction is a rocky road, but if you stick clost to N/A meetings and N/A members, you will get all the support you need to help you on your journey.",Share meeting,Peer Support,18:30,20:00,18:30-20:00,"Small Hall, Downfield Mains Church, 1 Haldane Street, Downfield, Dundee, DD3 0HP, Scotland",56.490001,-2.993453
Dundee City,Gamblers Anonymous,Gamblers Anonymous Meeting,Scheduled Activity,Peer Support,Group,Adults,Tuesday,19:30:00,21:30:00,"St Stephens & West Church, Dundee Road, Broughty Ferry, Dundee",DD5 1DW,Ged,07940 999415 or 03700 508881,Not listed,https://ga-scotland.org/00diary/,Yes,Free,,Only for people who have a gambling problem.,"Gamblers Anonymous is a fellowship of men and women who share their experience, strength and hope with each other, that they may solve their common problem and help others to recovery from a gambling problem.",ENTER THROUGH SIDE BUILDING NOT MAIN CHURCH.,Peer Support,19:30,21:30,19:30-21:30,"St Stephens & West Church, Dundee Road, Broughty Ferry, Dundee, DD5 1DW, Scotland",56.468112,-2.88264
Dundee City,Gamblers Anonymous,G.A. Open Meeting : Pinning (Full Meeting),Scheduled Activity,Peer Support,Group,All Ages,Thursday,19:15:00,21:30:00,"St Peter & Pauls Church Hall, Milton Street, Dundee",DD3 6QN,Ged,07940 999415 or 03700 508881,Not listed,https://ga-scotland.org/00diary/,Yes,Free,,"Open to all members, family and friends","Gamblers Anonymous is a fellowship of men and women who share their experience, strength and hope with each other, that they may solve their common problem and help others to recovery from a gambling problem.",,Peer Support,19:15,21:30,19:15-21:30,"St Peter & Pauls Church Hall, Milton Street, Dundee, DD3 6QN, Scotland",56.473281,-2.981353
Dundee City,Gamblers Anonymous,G.A. And Gam-Anon Joint Meeting,Scheduled Activity,Peer Support,Group,Adults,Friday,15:30:00,17:30:00,"St Andrews Church Halls, 2 King Street, Dundee",DD1 2JB,Ged,07940 999415 or 03700 508881,Not listed,https://ga-scotland.org/00diary/,Yes,Free,,Open only to members of G.A. or Gam-Anon.,"Gamblers Anonymous is a fellowship of men and women who share their experience, strength and hope with each other, that they may solve their common problem and help others to recovery from a gambling problem.",,Peer Support,15:30,17:30,15:30-17:30,"St Andrews Church Halls, 2 King Street, Dundee, DD1 2JB, Scotland",56.465468,-2.965246
Dundee City,Gamblers Anonymous,Gamblers Anonymous Meeting,Scheduled Activity,Peer Support,Group,Adults,Monday,19:30:00,21:30:00,"St Andrews Church Halls, 2 King Street, Dundee",DD1 2JB,Ged,07940 999415 or 03700 508881,Not listed,https://ga-scotland.org/00diary/,Yes,Free,,Only for people who have a gambling problem.,"Gamblers Anonymous is a fellowship of men and women who share their experience, strength and hope with each other, that they may solve their common problem and help others to recovery from a gambling problem.",,Peer Support,19:30,21:30,19:30-21:30,"St Andrews Church Halls, 2 King Street, Dundee, DD1 2JB, Scotland",56.465468,-2.965246
Dundee City,Alcoholics Anonymous,Dundee No 3,Scheduled Activity,Peer Support,Group,Adults,Monday,12:30:00,14:00:00,"81 Meadowside, Dundee",DD1 1EN,Unknown,0800 917 7650 or 0131 225 2727 (24 hours),help@aamail.org,https://www.alcoholics-anonymous.org.uk/,Yes,Free,,Alcoholics and those who think or know they have a problem with drinking,12 step Programme of recovery. See website for locations and times.,,Peer Support,12:30,14:00,12:30-14:00,"81 Meadowside, Dundee, DD1 1EN, Scotland",56.4643,-2.971335
Dundee City,Alcoholics Anonymous,Dundee Carseview,Scheduled Activity,Peer Support,Group,All Ages,Monday,19:00:00,20:30:00,"Carseview Centre, Tom Mcdonald Avenue, Dundee",DD2 1NH,Unknown,0800 917 7650 or 0131 225 2727 (24 hours),help@aamail.org,https://www.alcoholics-anonymous.org.uk/,Yes,Free,,"Alcoholics and those who think or know they have a problem with drinking, and friends & family of alcoholics",12 step Programme of recovery. See website for locations and times.,All meetings open (includes friends and family members),Peer Support,19:00,20:30,19:00-20:30,"Carseview Centre, Tom Mcdonald Avenue, Dundee, DD2 1NH, Scotland",56.463834,-3.045668
Dundee City,Alcoholics Anonymous,Dundee No 3,Scheduled Activity,Peer Support,Group,All Ages,Monday,19:00:00,20:30:00,"81 Meadowside, Dundee",DD1 1EN,Unknown,0800 917 7650 or 0131 225 2727 (24 hours),help@aamail.org,https://www.alcoholics-anonymous.org.uk/,Yes,Free,,"Alcoholics and those who think or know they have a problem with drinking, and family and friends of alcoholics",12 step Programme of recovery. See website for locations and times.,All meetings open (includes friends and family members). Doors open 18:00,Peer Support,19:00,20:30,19:00-20:30,"81 Meadowside, Dundee, DD1 1EN, Scotland",56.4643,-2.971335
Dundee City,Alcoholics Anonymous,Dundee No 3,Scheduled Activity,Peer Support,Group,All Ages,Tuesday,12:30:00,14:00:00,"81 Meadowside, Dundee",DD1 1EN,Unknown,0800 917 7650 or 0131 225 2727 (24 hours),help@aamail.org,https://www.alcoholics-anonymous.org.uk/,Yes,Free,,"Alcoholics and those who think or know they have a problem with drinking, and friends and family of alcoholics",12 step Programme of recovery. See website for locations and times.,All meetings open (includes friends and family members). Doors open 11:30,Peer Support,12:30,14:00,12:30-14:00,"81 Meadowside, Dundee, DD1 1EN, Scotland",56.4643,-2.971335
Dundee City,Alcoholics Anonymous,Dundee Women Living Sober,Scheduled Activity,Peer Support,Group,Women,Tuesday,17:00:00,18:00:00,"10 Consititution Road, Dundee",DD1 1LL,Unknown,0800 917 7650 or 0131 225 2727 (24 hours),help@aamail.org,https://www.alcoholics-anonymous.org.uk/,Yes,Free,,Alcoholics and those who think or know they have a problem with drinking,12 step Programme of recovery. See website for locations and times.,***Check times as it was written as '18:00–17:00',Peer Support,17:00,18:00,17:00-18:00,"10 Consititution Road, Dundee, DD1 1LL, Scotland",56.462299,-2.97493
Dundee City,Alcoholics Anonymous,Dundee 12 Step,Scheduled Activity,Peer Support,Group,Adults,Tuesday,18:15:00,19:15:00,"Meadowside St Paul's Church, 118 Nethergate, Dundee",DD1 4EH,Unknown,0800 917 7650 or 0131 225 2727 (24 hours),help@aamail.org,https://www.alcoholics-anonymous.org.uk/,Yes,Free,,Alcoholics and those who think or know they have a problem with drinking,12 step Programme of recovery. See website for locations and times.,,Peer Support,18:15,19:15,18:15-19:15,"Meadowside St Paul's Church, 118 Nethergate, Dundee, DD1 4EH, Scotland",56.458319,-2.973039
Dundee City,Alcoholics Anonymous,Dundee No 3,Scheduled Activity,Peer Support,Group,Adults,Wednesday,12:30:00,14:00:00,"81 Meadowside, Dundee",DD1 1EN,Unknown,0800 917 7650 or 0131 225 2727 (24 hours),help@aamail.org,https://www.alcoholics-anonymous.org.uk/,Yes,Free,,Alcoholics and those who think or know they have a problem with drinking,12 step Programme of recovery. See website for locations and times.,Doors open 11:30,Peer Support,12:30,14:00,12:30-14:00,"81 Meadowside, Dundee, DD1 1EN, Scotland",56.4643,-2.971335
Dundee City,Alcoholics Anonymous,Dundee,Scheduled Activity,Peer Support,Group,Adults,Wednesday,19:00:00,20:30:00,"Brooksbank Centre, Pitairlie Road, Mid Craigie, Dundee",DD4 8DG,Unknown,0800 917 7650 or 0131 225 2727 (24 hours),help@aamail.org,https://www.alcoholics-anonymous.org.uk/,Yes,Free,,Alcoholics and those who think or know they have a problem with drinking,12 step Programme of recovery. See website for locations and times.,Doors open 18:30,Peer Support,19:00,20:30,19:00-20:30,"Brooksbank Centre, Pitairlie Road, Mid Craigie, Dundee, DD4 8DG, Scotland",56.481291,-2.937567
Dundee City,Alcoholics Anonymous,Dundee No 3,Scheduled Activity,Peer Support,Group,All Ages,Wednesday,19:00:00,20:30:00,"81 Meadowside, Dundee",DD1 1EN,Unknown,0800 917 7650 or 0131 225 2727 (24 hours),help@aamail.org,https://www.alcoholics-anonymous.org.uk/,Yes,Free,,"Alcoholics and those who think or know they have a problem with drinking, and friends and family of alcoholics",12 step Programme of recovery. See website for locations and times.,All meetings open (includes friends and family members). Doors open 18:00,Peer Support,19:00,20:30,19:00-20:30,"81 Meadowside, Dundee, DD1 1EN, Scotland",56.4643,-2.971335
Dundee City,Alcoholics Anonymous,Dundee Beginners Plain Language,Scheduled Activity,Peer Support,Group,All Ages,Wednesday,19:00:00,20:15:00,"Logie & St John's Parish Church, Shaftsbury Terrace, Dundee",DD2 1HJ,Unknown,0800 917 7650 or 0131 225 2727 (24 hours),help@aamail.org,https://www.alcoholics-anonymous.org.uk/,Yes,Free,,"Alcoholics and those who think or know they have a problem with drinking, and friends and family of alcoholics",12 step Programme of recovery. See website for locations and times.,All meetings open (includes friends and family members).,Peer Support,19:00,20:15,19:00-20:15,"Logie & St John's Parish Church, Shaftsbury Terrace, Dundee, DD2 1HJ, Scotland",56.4577,-2.997523
Dundee City,Alcoholics Anonymous,Dundee No 3,Scheduled Activity,Peer Support,Group,All Ages,Thursday,12:30:00,14:00:00,"81 Meadowside, Dundee",DD1 1EN,Unknown,0800 917 7650 or 0131 225 2727 (24 hours),help@aamail.org,https://www.alcoholics-anonymous.org.uk/,Yes,Free,,"Alcoholics and those who think or know they have a problem with drinking, and friends and family of alcoholics",12 step Programme of recovery. See website for locations and times.,All meetings open (includes friends and family members). Doors open 11:30,Peer Support,12:30,14:00,12:30-14:00,"81 Meadowside, Dundee, DD1 1EN, Scotland",56.4643,-2.971335
Dundee City,Alcoholics Anonymous,Dundee Big Book Study,Scheduled Activity,Peer Support,Group,Adults,Thursday,18:00:00,19:15:00,"The Friary, Tullidelph Road, Dundee",DD2 2PN,Unknown,0800 917 7650 or 0131 225 2727 (24 hours),help@aamail.org,https://www.alcoholics-anonymous.org.uk/,Yes,Free,,Alcoholics and those who think or know they have a problem with drinking,12 step Programme of recovery. See website for locations and times.,,Peer Support,18:00,19:15,18:00-19:15,"The Friary, Tullidelph Road, Dundee, DD2 2PN, Scotland",56.465978,-2.997687
Dundee City,Alcoholics Anonymous,Dundee No 3,Scheduled Activity,Peer Support,Group,All Ages,Thursday,19:00:00,20:30:00,"81 Meadowside, Dundee",DD1 1EN,Unknown,0800 917 7650 or 0131 225 2727 (24 hours),help@aamail.org,https://www.alcoholics-anonymous.org.uk/,Yes,Free,,Alcoholics and those who think or know they have a problem with drinking,12 step Programme of recovery. See website for locations and times.,0800 917 7650 or 0131 225 2727 (24 hours),Peer Support,19:00,20:30,19:00-20:30,"81 Meadowside, Dundee, DD1 1EN, Scotland",56.4643,-2.971335
Dundee City,Alcoholics Anonymous,Dundee No 3,Scheduled Activity,Peer Support,Group,Adults,Friday,12:30:00,14:00:00,"81 Meadowside, Dundee",DD1 1EN,Unknown,0800 917 7650 or 0131 225 2727 (24 hours),help@aamail.org,https://www.alcoholics-anonymous.org.uk/,Yes,Free,,Alcoholics and those who think or know they have a problem with drinking,12 step Programme of recovery. See website for locations and times.,Doors open 11:30,Peer Support,12:30,14:00,12:30-14:00,"81 Meadowside, Dundee, DD1 1EN, Scotland",56.4643,-2.971335
Dundee City,Alcoholics Anonymous,Dundee Recovery,Scheduled Activity,Peer Support,Group,Adults,Friday,12:30:00,14:00:00,"St Andrews Church Halls, 2 King Street, Dundee",DD1 2JB,Unknown,0800 917 7650 or 0131 225 2727 (24 hours),help@aamail.org,https://www.alcoholics-anonymous.org.uk/,Yes,Free,,Alcoholics and those who think or know they have a problem with drinking,12 step Programme of recovery. See website for locations and times.,,Peer Support,12:30,14:00,12:30-14:00,"St Andrews Church Halls, 2 King Street, Dundee, DD1 2JB, Scotland",56.465468,-2.965246
Dundee City,Alcoholics Anonymous,Dundee No 3,Scheduled Activity,Peer Support,Group,All Ages,Friday,19:00:00,20:30:00,"81 Meadowside, Dundee",DD1 1EN,Unknown,0800 917 7650 or 0131 225 2727 (24 hours),help@aamail.org,https://www.alcoholics-anonymous.org.uk/,Yes,Free,,"Alcoholics and those who think or know they have a problem with drinking, and friends and family of alcoholics",12 step Programme of recovery. See website for locations and times.,All meetings open (includes friends and family members). Doors open 18:00,Peer Support,19:00,20:30,19:00-20:30,"81 Meadowside, Dundee, DD1 1EN, Scotland",56.4643,-2.971335
Dundee City,Alcoholics Anonymous,Dundee Broughty Ferry,Scheduled Activity,Peer Support,Group,Adults,Friday,19:30:00,21:00:00,"St Stephens & West Church, Dundee Road, Broughty Ferry, Dundee",DD5 1DW,Unknown,0800 917 7650 or 0131 225 2727 (24 hours),help@aamail.org,https://www.alcoholics-anonymous.org.uk/,Yes,Free,,Alcoholics and those who think or know they have a problem with drinking,12 step Programme of recovery. See website for locations and times.,,Peer Support,19:30,21:00,19:30-21:00,"St Stephens & West Church, Dundee Road, Broughty Ferry, Dundee, DD5 1DW, Scotland",56.468112,-2.88264
Dundee City,Alcoholics Anonymous,Dundee Big Book,Scheduled Activity,Peer Support,Group,Adults,Saturday,11:00:00,12:30:00,"Charleston Community Centre, 66 Craigowan Road, Charelston, Dundee",DD2 4NL,Unknown,0800 917 7650 or 0131 225 2727 (24 hours),help@aamail.org,https://www.alcoholics-anonymous.org.uk/,Yes,Free,,Alcoholics and those who think or know they have a problem with drinking,12 step Programme of recovery. See website for locations and times.,,Peer Support,11:00,12:30,11:00-12:30,"Charleston Community Centre, 66 Craigowan Road, Charelston, Dundee, DD2 4NL, Scotland",56.473704,-3.035385
Dundee City,Alcoholics Anonymous,Dundee No 3,Scheduled Activity,Peer Support,Group,All Ages,Saturday,12:30:00,14:00:00,"81 Meadowside, Dundee",DD1 1EN,Unknown,0800 917 7650 or 0131 225 2727 (24 hours),help@aamail.org,https://www.alcoholics-anonymous.org.uk/,Yes,Free,,"Alcoholics and those who think or know they have a problem with drinking, and friends and family of alcoholics",12 step Programme of recovery. See website for locations and times.,All meetings open (includes friends and family members). Doors open 11:30,Peer Support,12:30,14:00,12:30-14:00,"81 Meadowside, Dundee, DD1 1EN, Scotland",56.4643,-2.971335
Dundee City,Alcoholics Anonymous,Dundee No 3,Scheduled Activity,Peer Support,Group,All Ages,Saturday,19:00:00,20:30:00,"81 Meadowside, Dundee",DD1 1EN,Unknown,0800 917 7650 or 0131 225 2727 (24 hours),help@aamail.org,https://www.alcoholics-anonymous.org.uk/,Yes,Free,,"Alcoholics and those who think or know they have a problem with drinking, and friends and family of alcoholics",12 step Programme of recovery. See website for locations and times.,All meetings open (includes friends and family members). Doors open 18:00,Peer Support,19:00,20:30,19:00-20:30,"81 Meadowside, Dundee, DD1 1EN, Scotland",56.4643,-2.971335
Dundee City,Alcoholics Anonymous,Dundee No 3,Scheduled Activity,Peer Support,Group,All Ages,Sunday,11:00:00,12:30:00,"81 Meadowside, Dundee",DD1 1EN,Unknown,0800 917 7650 or 0131 225 2727 (24 hours),help@aamail.org,https://www.alcoholics-anonymous.org.uk/,Yes,Free,,"Alcoholics and those who think or know they have a problem with drinking, and family and friends of alcoholics",12 step Programme of recovery. See website for locations and times.,All meetings open (includes friends and family members). Doors open 10:00,Peer Support,11:00,12:30,11:00-12:30,"81 Meadowside, Dundee, DD1 1EN, Scotland",56.4643,-2.971335
Dundee City,Alcoholics Anonymous,Dundee No 3,Scheduled Activity,Peer Support,Group,Adults,Sunday,19:00:00,20:30:00,"81 Meadowside, Dundee",DD1 1EN,Unknown,0800 917 7650 or 0131 225 2727 (24 hours),help@aamail.org,https://www.alcoholics-anonymous.org.uk/,Yes,Free,,Alcoholics and those who think or know they have a problem with drinking,12 step Programme of recovery. See website for locations and times.,,Peer Support,19:00,20:30,19:00-20:30,"81 Meadowside, Dundee, DD1 1EN, Scotland",56.4643,-2.971335
Dundee City,SMART Recovery,Withyou And Crossreach,Scheduled Activity,Peer Support,Group,Adults,Monday,10:30:00,12:30:00,"The Signpost Centre, Lothian Crescent, Dundee",DD4 0HU,Lucille Conway & Liz Jones,07384 836092 or  01382 206888,Not listed,https://smartrecovery.org.uk/,Yes,Free,,Open to all,Mutual aid support - self-management and recovery training. Come along and support each other. 01382 206888 (dates on Recovery Map different to those on SMART Recovery website),This meeting is provided by WithYou and Crossreach,Peer Support,10:30,12:30,10:30-12:30,"The Signpost Centre, Lothian Crescent, Dundee, DD4 0HU, Scotland",56.489633,-2.918124
Dundee City,SMART Recovery,Just Bee Productions,Scheduled Activity,Peer Support,Group,Adults,Tuesday,13:00:00,14:30:00,"Just Bee Productions, St Paul's Church, 118 Nethergate, Dundee",DD1 4EH,Daniel Dutton,01382 206888,danieldutton@accesstoindustry.co.uk,https://smartrecovery.org.uk/,Yes,Free,,Open to all,Mutual aid support - self-management and recovery training. Come along and support each other. 01382 206888 (dates on Recovery Map different to those on SMART Recovery website),,Peer Support,13:00,14:30,13:00-14:30,"Just Bee Productions, St Paul's Church, 118 Nethergate, Dundee, DD1 4EH, Scotland",56.458385,-2.972881
Dundee City,SMART Recovery,We Are With You & Just Bee Productions,Scheduled Activity,Peer Support,Group,Adults,Wednesday,10:30:00,11:30:00,"Boots, 94 Albert Street, Dundee",DD4 6QH,Kevin Hamil and Daniel Dutton,07890 436578 (Kevin Hamil),kevin.hamil@wearewithyou.org.uk and danieldutton@accesstoindustry.co.uk,https://smartrecovery.org.uk/,Yes,Free,,Open to all,Mutual aid support - self-management and recovery training. Come along and support each other. 01382 206888 (dates on Recovery Map different to those on SMART Recovery website),,Peer Support,10:30,11:30,10:30-11:30,"Boots, 94 Albert Street, Dundee, DD4 6QH, Scotland",56.470132,-2.95791
Dundee City,SMART Recovery,Hillcrest Futures,Scheduled Activity,Peer Support,Group,Adults,Thursday,14:00:00,15:30:00,"Dundee Adult Drugs and Alcohol Service, 4 South Ward Road, Dundee",DD1 1PN,Paul,07917 585530,pprior@hillcrestfutures.org.uk,https://smartrecovery.org.uk/,Yes,Free,,Open to all,Mutual aid support - self-management and recovery training. Come along and support each other. 01382 206888 (dates on Recovery Map different to those on SMART Recovery website),,Peer Support,14:00,15:30,14:00-15:30,"Dundee Adult Drugs and Alcohol Service, 4 South Ward Road, Dundee, DD1 1PN, Scotland",56.461088,-2.974508
